date,open,high,low,close,volume
2022-01-07,97.80,98.29,95.33,95.42,1466984
2022-01-10,95.42,97.18,94.96,97.15,1297537
2022-01-11,97.15,97.73,95.61,96.17,1036557
2022-01-12,96.17,98.05,95.58,98.02,1027402
2022-01-13,98.02,99.36,96.54,97.42,1059072
2022-01-14,97.42,98.21,96.04,96.24,923346
2022-01-17,96.24,97.10,96.03,96.94,1342668
2022-01-18,96.94,97.78,96.57,97.43,1174938
2022-01-19,97.43,97.78,95.55,95.89,986834
2022-01-20,95.89,96.74,94.26,94.79,512221
2022-01-21,94.79,95.07,94.36,94.86,1261781
2022-01-24,94.86,95.10,94.60,95.07,1310935
2022-01-25,95.07,95.41,91.98,92.82,761684
2022-01-26,92.82,94.58,92.51,94.25,1054625
2022-01-27,94.25,97.02,94.11,96.28,1014204
2022-01-28,96.28,99.76,95.78,99.25,771596
2022-01-31,99.25,102.87,98.75,102.63,1703607
2022-02-01,102.63,103.07,100.34,100.46,705874
2022-02-02,100.46,101.42,100.40,101.28,1568142
2022-02-03,101.28,101.98,98.43,98.83,1438649
2022-02-04,98.83,102.86,98.74,101.69,651022
2022-02-07,101.69,102.24,100.79,102.22,1220663
2022-02-08,102.22,102.95,100.35,100.83,915598
2022-02-09,100.83,101.04,100.60,100.92,1929493
2022-02-10,100.92,100.95,99.04,99.53,884698
2022-02-11,99.53,100.19,98.04,98.62,1213600
2022-02-14,98.62,100.10,98.37,99.35,1085591
2022-02-15,99.35,100.03,98.85,98.87,738747
2022-02-16,98.87,99.05,98.71,99.02,1264607
2022-02-17,99.02,99.28,98.75,98.95,1302451
2022-02-18,98.95,99.12,97.10,97.55,1046059
2022-02-21,97.55,99.60,97.34,99.23,1264153
2022-02-22,99.23,99.70,97.96,98.88,1327478
2022-02-23,98.88,103.09,98.60,102.30,920096
2022-02-24,102.30,102.49,101.53,101.72,1331832
2022-02-25,101.72,103.46,101.20,103.25,1164212
2022-02-28,103.25,104.51,103.23,104.33,1420100
2022-03-01,104.33,104.52,103.15,103.50,1159237
2022-03-02,103.50,105.00,102.82,104.85,628725
2022-03-03,104.85,105.27,103.79,104.20,455226
2022-03-04,104.20,105.12,103.66,105.07,1657232
2022-03-07,105.07,105.95,103.72,105.52,825664
2022-03-08,105.52,106.30,104.24,104.92,1022189
2022-03-09,104.92,105.54,104.71,105.03,726046
2022-03-10,105.03,107.04,104.47,106.59,793659
2022-03-11,106.59,107.20,105.22,105.78,902847
2022-03-14,105.78,106.33,105.16,105.37,1445485
2022-03-15,105.37,107.45,104.85,106.59,1190680
2022-03-16,106.59,106.88,105.37,105.82,600679
2022-03-17,105.82,106.21,105.22,106.00,979987
2022-03-18,106.00,106.37,103.80,104.50,779278
2022-03-21,104.50,104.75,101.18,101.86,1492485
2022-03-22,101.86,102.03,99.04,99.77,1261363
2022-03-23,99.77,100.16,98.95,99.03,927953
2022-03-24,99.03,101.37,98.37,101.29,1295731
2022-03-25,101.29,103.01,100.90,102.89,1015373
2022-03-28,102.89,102.93,100.48,101.06,809753
2022-03-29,101.06,101.23,99.58,99.67,604096
2022-03-30,99.67,99.67,98.09,98.32,1021672
2022-03-31,98.32,98.96,94.25,95.10,1475137
2022-04-01,95.10,96.22,94.79,95.90,1056573
2022-04-04,95.90,95.96,93.63,94.30,1175560
2022-04-05,94.30,94.67,93.75,93.83,862132
2022-04-06,93.83,95.60,93.71,95.05,838736
2022-04-07,95.05,96.17,94.92,96.14,1157641
2022-04-08,96.14,96.58,92.73,92.78,1303742
2022-04-11,92.78,94.22,92.68,93.61,1030204
2022-04-12,93.61,93.81,92.55,92.93,837015
2022-04-13,92.93,93.24,92.68,92.69,454409
2022-04-14,92.69,93.40,92.49,93.32,860950
2022-04-15,93.32,93.78,92.56,92.63,1595964
2022-04-18,92.63,92.75,90.20,90.71,763976
2022-04-19,90.71,90.93,89.31,89.66,656831
2022-04-20,89.66,91.16,89.48,90.51,1395942
2022-04-21,90.51,91.29,90.22,91.16,1172792
2022-04-22,91.16,92.69,90.69,92.05,978778
2022-04-25,92.05,93.30,91.79,92.96,1391960
2022-04-26,92.96,93.58,91.70,92.29,999759
2022-04-27,92.29,92.30,91.36,91.55,1301862
2022-04-28,91.55,92.95,91.31,92.80,1009782
2022-04-29,92.80,95.37,92.26,94.26,988020
2022-05-02,94.26,94.71,93.41,93.70,706484
2022-05-03,93.70,94.10,93.68,94.04,751244
2022-05-04,94.04,94.61,93.54,93.79,1288851
2022-05-05,93.79,94.59,93.49,93.71,954796
2022-05-06,93.71,96.11,93.51,95.57,743041
2022-05-09,95.57,95.90,95.45,95.78,629943
2022-05-10,95.78,96.49,95.39,96.47,561512
2022-05-11,96.47,98.23,94.45,94.87,1086274
2022-05-12,94.87,95.99,94.05,95.52,980313
2022-05-13,95.52,96.64,95.15,95.77,853707
2022-05-16,95.77,96.42,95.17,95.30,1141916
2022-05-17,95.30,95.90,94.89,95.59,1101610
2022-05-18,95.59,96.17,94.94,95.27,1418907
2022-05-19,95.27,95.64,94.16,95.02,320560
2022-05-20,95.02,95.22,93.97,94.78,877953
2022-05-23,94.78,99.44,94.61,98.69,884109
2022-05-24,98.69,99.75,98.46,99.46,453151
2022-05-25,99.46,100.40,98.81,99.66,1026061
2022-05-26,99.66,100.17,98.83,99.50,1126303
2022-05-27,99.50,100.17,99.10,100.02,976272
2022-05-30,100.02,101.56,99.59,101.37,917857
2022-05-31,101.37,104.04,101.28,104.03,516751
2022-06-01,104.03,104.22,101.71,101.83,1084382
2022-06-02,101.83,101.91,100.50,100.81,1088559
2022-06-03,100.81,101.75,100.17,100.51,1335642
2022-06-06,100.51,100.75,98.54,98.95,1377891
2022-06-07,98.95,99.70,98.84,99.63,674689
2022-06-08,99.63,102.47,99.62,101.76,1003978
2022-06-09,101.76,102.87,101.66,102.78,852158
2022-06-10,102.78,103.03,101.91,102.28,901510
2022-06-13,102.28,102.60,100.89,101.65,1468054
2022-06-14,101.65,102.90,101.38,102.46,1437160
2022-06-15,102.46,103.46,102.45,102.71,986600
2022-06-16,102.71,102.75,101.81,101.93,1447808
2022-06-17,101.93,104.36,101.31,104.31,184704
2022-06-20,104.31,104.44,103.15,103.61,1126930
2022-06-21,103.61,103.85,103.14,103.55,1570588
2022-06-22,103.55,106.02,103.55,105.33,839659
2022-06-23,105.33,106.25,105.26,106.24,992543
2022-06-24,106.24,106.70,105.13,105.26,584373
2022-06-27,105.26,106.68,104.85,106.24,451771
2022-06-28,106.24,107.02,106.22,106.89,599671
2022-06-29,106.89,107.81,103.74,103.85,1151319
2022-06-30,103.85,104.07,103.11,103.77,866287
2022-07-01,103.77,104.34,101.33,101.69,458035
2022-07-04,101.69,102.05,100.42,101.02,960148
2022-07-05,101.02,101.46,100.00,101.03,1215462
2022-07-06,101.03,102.93,100.58,102.76,1229672
2022-07-07,102.76,103.11,99.75,101.22,876634
2022-07-08,101.22,102.10,100.80,101.99,701624
2022-07-11,101.99,102.57,100.39,100.49,256713
2022-07-12,100.49,100.64,100.13,100.55,1096316
2022-07-13,100.55,101.14,100.41,101.10,654212
2022-07-14,101.10,101.53,99.22,99.89,1236476
2022-07-15,99.89,101.85,99.59,101.54,838861
2022-07-18,101.54,102.10,100.63,100.90,1521673
2022-07-19,100.90,101.01,98.83,99.46,574827
2022-07-20,99.46,99.63,99.00,99.26,539582
2022-07-21,99.26,99.72,98.81,99.58,1165150
2022-07-22,99.58,99.78,97.36,97.65,1459751
2022-07-25,97.65,97.90,97.44,97.64,549730
2022-07-26,97.64,100.59,96.79,99.53,924462
2022-07-27,99.53,99.83,98.79,99.40,1374231
2022-07-28,99.40,100.43,99.05,99.06,927428
2022-07-29,99.06,99.88,98.34,99.51,1184990
2022-08-01,99.51,99.60,98.56,99.01,1078752
2022-08-02,99.01,99.01,96.87,97.12,1170116
2022-08-03,97.12,99.05,97.06,98.67,787112
2022-08-04,98.67,98.67,98.01,98.25,829547
2022-08-05,98.25,98.34,96.20,96.86,1561697
2022-08-08,96.86,98.52,96.17,98.04,746301
2022-08-09,98.04,98.25,96.26,96.93,1240504
2022-08-10,96.93,97.13,96.49,96.88,1253928
2022-08-11,96.88,97.84,96.43,97.66,201914
2022-08-12,97.66,98.27,97.27,98.22,1053162
2022-08-15,98.22,99.35,98.16,98.98,987574
2022-08-16,98.98,100.21,98.76,99.60,1395075
2022-08-17,99.60,99.75,96.84,97.68,1021533
2022-08-18,97.68,99.77,97.66,98.77,775505
2022-08-19,98.77,100.34,98.72,100.32,1275105
2022-08-22,100.32,102.87,100.29,101.99,995081
2022-08-23,101.99,102.82,100.35,100.39,860880
2022-08-24,100.39,100.45,99.15,99.32,1005278
2022-08-25,99.32,101.72,98.39,101.70,1373229
2022-08-26,101.70,103.59,101.55,103.21,724082
2022-08-29,103.21,103.92,102.98,103.89,1090757
2022-08-30,103.89,104.36,103.38,104.18,867494
2022-08-31,104.18,105.42,104.15,105.33,1260343
2022-09-01,105.33,106.91,105.29,106.13,738611
2022-09-02,106.13,106.34,105.81,106.08,1499135
2022-09-05,106.08,106.23,105.01,105.31,1288595
2022-09-06,105.31,105.67,103.37,103.71,954893
2022-09-07,103.71,104.09,103.09,103.31,1120210
2022-09-08,103.31,104.20,102.16,102.20,918670
2022-09-09,102.20,103.33,101.88,102.94,1122882
2022-09-12,102.94,103.42,101.65,101.83,791059
2022-09-13,101.83,102.25,101.36,102.24,1186041
2022-09-14,102.24,102.64,101.34,102.26,1127925
2022-09-15,102.26,102.50,101.55,102.44,252815
2022-09-16,102.44,105.13,101.94,104.42,1304402
2022-09-19,104.42,104.96,103.13,103.18,1548295
2022-09-20,103.18,103.80,102.72,103.77,813250
2022-09-21,103.77,106.97,103.55,106.13,763519
2022-09-22,106.13,108.03,105.79,107.87,1340970
2022-09-23,107.87,109.10,107.07,108.61,1083781
2022-09-26,108.61,109.51,108.44,109.17,1224384
